evento_id,fecha_hora,producto_id,codigo,producto,categoria,cantidad,precio_unitario,ingreso
EV-001354,2026-04-24 12:41:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001355,2026-04-24 14:45:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001356,2026-04-25 07:44:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001357,2026-04-25 07:55:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001358,2026-04-25 08:46:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-001359,2026-04-25 09:23:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2,385.0,770.0
EV-001360,2026-04-25 09:25:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001361,2026-04-25 10:00:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001362,2026-04-25 10:15:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2,185.0,370.0
EV-001363,2026-04-25 10:22:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-001364,2026-04-25 11:25:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-001365,2026-04-25 11:32:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-001366,2026-04-25 11:41:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-001367,2026-04-25 11:49:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001368,2026-04-25 12:05:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-001369,2026-04-25 12:07:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001370,2026-04-25 12:16:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001371,2026-04-25 12:17:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001372,2026-04-25 12:18:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-001373,2026-04-25 13:14:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-001374,2026-04-25 13:50:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001375,2026-04-25 14:01:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-001376,2026-04-25 16:59:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-001377,2026-04-27 07:00:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001378,2026-04-27 07:44:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001379,2026-04-27 08:44:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001380,2026-04-27 10:56:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001381,2026-04-27 11:03:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-001382,2026-04-27 11:52:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001383,2026-04-27 12:02:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001384,2026-04-27 12:07:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001385,2026-04-27 13:26:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001386,2026-04-27 14:54:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-X00005,2026-04-27 14:54:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,-1,245.0,0.0
EV-001387,2026-04-27 15:14:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-001388,2026-04-28 08:41:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2,385.0,770.0
EV-001389,2026-04-28 09:37:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-001390,2026-04-28 09:54:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001390,2026-04-28 09:54:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001391,2026-04-28 11:03:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,5,245.0,1225.0
EV-001392,2026-04-28 11:40:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001393,2026-04-28 11:49:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-001394,2026-04-28 12:05:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001395,2026-04-28 12:09:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001396,2026-04-28 13:22:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-001397,2026-04-28 13:28:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-001398,2026-04-28 13:33:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001399,2026-04-29 09:40:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001400,2026-04-29 09:48:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001401,2026-04-29 09:54:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-001402,2026-04-29 10:53:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-001403,2026-04-29 11:21:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-001404,2026-04-29 11:32:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001405,2026-04-29 11:57:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001406,2026-04-29 11:58:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-001407,2026-04-29 12:31:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001408,2026-04-29 12:42:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-001409,2026-04-29 12:55:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001410,2026-04-29 12:59:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-001411,2026-04-29 13:13:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-001412,2026-04-29 14:00:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2,185.0,370.0
EV-001413,2026-04-29 14:15:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-001414,2026-04-29 14:57:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001415,2026-04-30 07:56:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001416,2026-04-30 09:16:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-001417,2026-04-30 10:25:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,,288.0
EV-001418,2026-04-30 10:56:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-001419,2026-04-30 11:57:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-001420,2026-04-30 12:23:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-001421,2026-04-30 12:25:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-001422,2026-04-30 12:30:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001423,2026-04-30 12:49:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-001424,2026-04-30 13:35:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-001425,2026-04-30 14:07:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-001426,2026-04-30 16:30:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001427,2026-05-02 07:00:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,5,245.0,1225.0
EV-001428,2026-05-02 07:18:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-001429,2026-05-02 07:23:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001430,2026-05-02 08:55:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2,385.0,770.0
EV-001431,2026-05-02 10:30:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001432,2026-05-02 11:34:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-001432,2026-05-02 11:34:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-001433,2026-05-02 11:50:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001434,2026-05-02 12:09:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-001435,2026-05-02 12:17:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001436,2026-05-02 14:33:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-001437,2026-05-04 07:00:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001438,2026-05-04 07:20:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-001439,2026-05-04 08:24:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-001440,2026-05-04 08:58:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001441,2026-05-04 09:23:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2,385.0,770.0
EV-001442,2026-05-04 11:06:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001443,2026-05-04 11:15:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001444,2026-05-04 11:32:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001445,2026-05-04 12:14:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,5,245.0,1225.0
EV-001446,2026-05-04 12:50:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001447,2026-05-04 12:50:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001448,2026-05-04 12:51:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001449,2026-05-04 13:33:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-001450,2026-05-04 15:22:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-001451,2026-05-05 08:24:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001452,2026-05-05 09:55:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001453,2026-05-05 10:53:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001454,2026-05-05 10:57:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-001455,2026-05-05 11:17:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001456,2026-05-05 11:28:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-001457,2026-05-05 13:22:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-001458,2026-05-05 14:02:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-001459,2026-05-05 14:31:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-001460,2026-05-05 15:06:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-001461,2026-05-05 15:06:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-001462,2026-05-05 15:23:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001463,2026-05-06 10:10:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-001464,2026-05-06 10:41:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-001465,2026-05-06 11:39:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-001466,2026-05-06 12:23:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-001467,2026-05-06 12:36:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,5,245.0,1225.0
EV-001468,2026-05-06 12:40:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2,385.0,770.0
EV-001469,2026-05-06 12:42:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001470,2026-05-06 13:04:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-001471,2026-05-07 07:11:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-001472,2026-05-07 08:07:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-001473,2026-05-07 10:22:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-001474,2026-05-07 10:37:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001475,2026-05-07 11:10:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001475,2026-05-07 11:10:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001476,2026-05-07 11:12:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001477,2026-05-07 11:19:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,5,96.0,480.0
EV-001478,2026-05-07 11:57:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001479,2026-05-07 12:11:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,4,96.0,384.0
EV-001480,2026-05-07 12:18:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-001481,2026-05-07 13:19:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-001482,2026-05-07 13:49:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001483,2026-05-07 13:56:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-001484,2026-05-07 14:28:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001485,2026-05-07 14:54:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-001486,2026-05-07 14:54:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,2,145.0,290.0
EV-001487,2026-05-08 07:42:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001488,2026-05-08 09:28:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-001489,2026-05-08 10:36:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-001490,2026-05-08 10:57:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001491,2026-05-08 11:26:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-001492,2026-05-08 11:35:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001493,2026-05-08 12:01:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-001494,2026-05-08 12:13:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-001495,2026-05-08 12:52:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001496,2026-05-08 14:06:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-001497,2026-05-09 08:12:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001498,2026-05-09 08:58:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001499,2026-05-09 09:57:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-001500,2026-05-09 10:31:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001501,2026-05-09 10:36:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001502,2026-05-09 10:49:00,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,1,1150.0,1150.0
EV-001503,2026-05-09 10:57:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,5,245.0,1225.0
EV-001504,2026-05-09 11:26:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2,185.0,370.0
EV-001505,2026-05-09 11:46:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-001506,2026-05-09 11:50:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-001507,2026-05-09 11:57:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-001508,2026-05-09 12:08:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-001509,2026-05-09 14:37:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-001510,2026-05-09 15:16:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-001511,2026-05-09 15:43:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-001512,2026-05-11 07:36:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-001513,2026-05-11 10:19:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-001514,2026-05-11 10:48:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-001515,2026-05-11 11:14:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-001516,2026-05-11 11:34:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
